Model;Scenario;Region;Variable;Unit;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;420.73;;505.49;;595.54;;586.62;;497.2;;430.8;;341.44;;261.63;;195.17;;152.62
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Geothermal;EJ/yr;0.22;;0.26;;0.29;;0.34;;0.37;;0.43;;0.51;;0.59;;0.67;;0.75
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Coal;EJ/yr;135.66;;156.19;;181.12;;142.58;;94.5;;85.98;;100.48;;102.08;;101.12;;93.45
AIM/CGE V.2;DIAG-C0to30-gr5;World;Emissions|CO2|AFOLU;Mt CO2/yr;3904.31;;3995.19;;2981.23;;1240.81;;271.1;;-118.14;;-454.65;;-822.59;;-1219.21;;-1639.07
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Wind;EJ/yr;0.61;;2.18;;3.07;;6.53;;36.75;;46.38;;54.55;;63.45;;77.38;;93.72
AIM/CGE V.2;DIAG-C0to30-gr5;World;Emissions|CH4;Mt CH4/yr;370.49;;412.35;;451.25;;254.1;;217.91;;208.33;;198.26;;186.65;;174.64;;162.64
AIM/CGE V.2;DIAG-C0to30-gr5;World;Population;million;6879.59;;7623.66;;8273.4;;8795.52;;9172.31;;9380.92;;9442.85;;9383.01;;9220.28;;8990.63
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Coal|w/o CCS;EJ/yr;135.66;;156.19;;181.12;;142.58;;74.73;;38.87;;11.44;;8.62;;6.77;;5.37
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Oil|w/o CCS;EJ/yr;176.14;;216.7;;254.96;;274.45;;273.42;;264.13;;235.09;;189.7;;143.66;;114.32
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;;0;;0;;0;;19.77;;47.11;;89.04;;93.46;;94.35;;88.08
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Gas;EJ/yr;108.92;;132.59;;159.47;;169.58;;151.95;;153.78;;159.02;;161.51;;156.46;;147
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;46.69;;49.42;;52.4;;56.64;;78.33;;90.9;;93.63;;87.74;;51.7;;52.84
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;;0;;0;;0;;23.69;;82.05;;184.45;;255.74;;295.85;;276.75
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;;0;;0;;0;;0;;0;;10.29;;52.81;;93.02;;111.79
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Nuclear;EJ/yr;11.69;;16.43;;25.16;;32.68;;40.86;;51;;63.31;;75.33;;89.7;;105.71
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Solar;EJ/yr;0.11;;0.48;;0.8;;2.03;;14.3;;20.78;;27.28;;34.83;;45.48;;59.91
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Biomass;EJ/yr;46.69;;49.42;;52.4;;56.64;;78.33;;90.9;;103.92;;140.55;;144.72;;164.63
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy;EJ/yr;492.51;;590.33;;697.19;;711.05;;716.67;;749.81;;805.12;;862.54;;880.35;;885.87
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Fossil;EJ/yr;420.73;;505.49;;595.54;;586.62;;520.89;;512.85;;525.89;;517.37;;491.03;;429.37
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Gas|w/o CCS;EJ/yr;108.92;;132.59;;159.47;;169.58;;149.05;;127.8;;94.91;;63.31;;44.74;;32.93
AIM/CGE V.2;DIAG-C0to30-gr5;World;Emissions|F-Gases;Mt CO2-equiv/yr;861.99;;1344.1;;1489.71;;1643.78;;1817.16;;1998.44;;2222.4;;2443.45;;2674.02;;2882.29
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.41;;18.99;;24.09;;35.12;;76.58;;95.06;;112;;129.28;;154.91;;186.15
AIM/CGE V.2;DIAG-C0to30-gr5;World;Emissions|N2O;kt N2O/yr;9525.88;;10452.57;;11298.31;;7438.64;;7513.62;;7360.39;;7199.06;;6958.59;;6669.46;;6347.08
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Oil;EJ/yr;176.14;;216.7;;254.96;;274.45;;274.44;;273.08;;266.4;;253.78;;233.45;;188.92
AIM/CGE V.2;DIAG-C0to30-gr5;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49419.48;;57390.03;;63970.04;;52345.65;;42953.59;;36979.83;;30084.97;;22872.24;;17106.8;;12281.95
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;;0;;0;;0;;2.9;;25.98;;64.11;;98.2;;111.72;;114.07
AIM/CGE V.2;DIAG-C0to30-gr5;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32552.22;;38627.25;;44851.06;;40891.87;;33178.46;;27697.76;;21215.41;;14511.4;;9298.5;;5081.25
AIM/CGE V.2;DIAG-C0to30-gr5;World;GDP|PPP;billion US$2010/yr;64489.56;;96829.91;;136000;;177000;;220000;;271000;;332000;;402000;;483000;;575000
AIM/CGE V.2;DIAG-C0to30-gr5;World;Policy Cost|Consumption Loss;billion US$2010/yr;-0.85;;-2.72;;-24.86;;313.54;;1438.86;;2467.25;;3569.19;;5369.43;;6968.8;;8942.15
AIM/CGE V.2;DIAG-C0to30-gr5;World;Price|Carbon;US$2010/t CO2;0;;0;;0;;30;;48.87;;79.6;;129.66;;211.2;;344.02;;560.38
AIM/CGE V.2;DIAG-C0to30-gr5;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;;0;;0;;0;;1.02;;8.96;;31.31;;64.08;;89.79;;74.6
AIM/CGE V.2;DIAG-C0to30-gr5;World;Policy Cost|GDP Loss;billion US$2010/yr;1.81;;-3.06;;-25.53;;427.6;;1543.65;;2561.92;;3652.79;;5450.64;;7097.06;;9087.1
AIM/CGE V.2;DIAG-C0to30-gr5;World;Temperature|Global Mean;°C;1.01;;1.29;;1.59;;1.87;;2.05;;2.18;;2.3;;2.4;;2.47;;2.51
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Hydro;EJ/yr;12.43;;16.03;;19.88;;28.62;;27.98;;29.96;;31.16;;31.7;;31.79;;31.79
AIM/CGE V.2;DIAG-C0to80-gr5;World;Final Energy;EJ/yr;360.64;;434.02;;509.14;;484.59;;501.11;;511.82;;523.48;;527.24;;529.25;;530.41
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|CO2;Mt CO2/yr;36456.53;;42622.43;;47832.29;;35606.29;;24563.34;;16128.68;;9099.19;;4804.12;;777.48;;-2985.39
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;420.73;;505.49;;595.54;;514.72;;384.02;;286.14;;190.19;;155.26;;120.39;;88.27
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Geothermal;EJ/yr;0.22;;0.26;;0.29;;0.34;;0.4;;0.47;;0.55;;0.63;;0.72;;0.81
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Coal;EJ/yr;135.66;;156.19;;181.12;;102.34;;62.07;;59.59;;86.63;;81.06;;69.07;;51.61
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|CO2|AFOLU;Mt CO2/yr;3904.31;;3995.19;;2981.23;;912;;-310.04;;-822.12;;-1167.84;;-1571.11;;-1893.8;;-2224.18
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Wind;EJ/yr;0.61;;2.18;;3.07;;9.45;;47.17;;58.05;;67;;80.94;;97.18;;113.6
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|CH4;Mt CH4/yr;370.49;;412.35;;451.25;;215.79;;181.2;;174.08;;166.86;;157.69;;147.84;;137.84
AIM/CGE V.2;DIAG-C0to80-gr5;World;Population;million;6879.59;;7623.66;;8273.4;;8795.52;;9172.31;;9380.92;;9442.85;;9383.01;;9220.28;;8990.63
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Coal|w/o CCS;EJ/yr;135.66;;156.19;;181.12;;101.53;;47.13;;24.19;;7.32;;5.42;;4.03;;2.88
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Oil|w/o CCS;EJ/yr;176.14;;216.7;;254.96;;259.71;;230.29;;186.99;;139.28;;115.95;;91.64;;68.67
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;;0;;0;;0.81;;14.94;;35.4;;79.31;;75.64;;65.04;;48.73
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Gas;EJ/yr;108.92;;132.59;;159.47;;154.19;;125.37;;125.43;;141.98;;138.16;;126.62;;107.58
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;46.69;;49.42;;52.4;;59.59;;80.92;;80.19;;51.1;;52.55;;54.38;;55.7
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;;0;;0;;1.77;;50.37;;135.79;;264.63;;265.83;;246.79;;204.56
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;;0;;0;;0;;7.33;;42.56;;73.75;;95.67;;116.22;;135.36
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Nuclear;EJ/yr;11.69;;16.43;;25.16;;32.68;;41.22;;51.54;;64.35;;78.85;;93.58;;111.4
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Solar;EJ/yr;0.11;;0.48;;0.8;;3.06;;20.06;;28.21;;35.71;;47.95;;63.14;;81.57
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Biomass;EJ/yr;46.69;;49.42;;52.4;;59.59;;88.26;;122.75;;124.85;;148.21;;170.61;;191.06
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy;EJ/yr;492.51;;590.33;;697.19;;650.28;;659.51;;712.96;;778.5;;809.43;;824.26;;823.14
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Fossil;EJ/yr;420.73;;505.49;;595.54;;516.49;;434.39;;421.93;;454.83;;421.09;;367.18;;292.84
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Gas|w/o CCS;EJ/yr;108.92;;132.59;;159.47;;153.48;;106.6;;74.96;;43.6;;33.89;;24.72;;16.73
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|F-Gases;Mt CO2-equiv/yr;861.99;;1344.1;;1489.71;;1639.68;;1809.05;;1985.71;;2208.29;;2430.13;;2658.94;;2866.85
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.41;;18.99;;24.09;;41.51;;95.64;;116.74;;134.47;;161.27;;192.89;;227.84
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|N2O;kt N2O/yr;9525.88;;10452.57;;11298.31;;6532.11;;6711.54;;6594.58;;6488.81;;6268.61;;5997.7;;5691.29
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Oil;EJ/yr;176.14;;216.7;;254.96;;259.96;;246.95;;236.92;;226.22;;201.88;;171.49;;133.64
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49419.48;;57390.03;;63970.04;;44587.28;;32902.47;;24431.45;;17412.58;;13044.51;;8919.65;;5023.51
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;;0;;0;;0.71;;18.77;;50.47;;98.38;;104.27;;101.9;;90.85
AIM/CGE V.2;DIAG-C0to80-gr5;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32552.22;;38627.25;;44851.06;;34694.29;;24873.38;;16950.8;;10267.03;;6375.23;;2671.29;;-761.22
AIM/CGE V.2;DIAG-C0to80-gr5;World;GDP|PPP;billion US$2010/yr;64489.56;;96829.91;;136000;;175000;;218000;;267000;;327000;;397000;;477000;;570000
AIM/CGE V.2;DIAG-C0to80-gr5;World;Policy Cost|Consumption Loss;billion US$2010/yr;-0.85;;-2.72;;-24.86;;909.92;;2602.77;;4429.91;;5945.76;;7786.32;;9771.14;;11650.28
AIM/CGE V.2;DIAG-C0to80-gr5;World;Price|Carbon;US$2010/t CO2;0;;0;;0;;80;;130.31;;212.26;;345.76;;563.2;;917.39;;1494.33
AIM/CGE V.2;DIAG-C0to80-gr5;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;;0;;0;;0.25;;16.66;;49.92;;86.94;;85.92;;79.85;;64.98
AIM/CGE V.2;DIAG-C0to80-gr5;World;Policy Cost|GDP Loss;billion US$2010/yr;1.81;;-3.06;;-25.53;;1026.43;;2698.71;;4503.53;;6006.23;;7851.7;;9899.39;;11824.2
AIM/CGE V.2;DIAG-C0to80-gr5;World;Temperature|Global Mean;°C;1.01;;1.29;;1.59;;1.86;;2;;2.07;;2.14;;2.18;;2.21;;2.21
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Hydro;EJ/yr;12.43;;16.87;;19.74;;21.97;;23.83;;25.28;;26.35;;26.79;;26.5;;26.21
AIM/CGE V.2;DIAG-C30-const;World;Final Energy;EJ/yr;360.64;;398.88;;466.24;;520.14;;560.01;;593.45;;624.99;;651.26;;671.08;;678.36
AIM/CGE V.2;DIAG-C30-const;World;Emissions|CO2;Mt CO2/yr;36456.53;;34447.84;;34286.92;;36265.03;;37756.6;;39551.2;;41273.59;;42677.19;;43786.56;;44211.42
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Fossil|w/o CCS;EJ/yr;420.73;;448.22;;463.74;;511;;546.26;;580.64;;615.83;;643.41;;662.04;;668.37
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Geothermal;EJ/yr;0.22;;0.26;;0.26;;0.29;;0.33;;0.37;;0.41;;0.45;;0.48;;0.52
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Coal;EJ/yr;135.66;;112.6;;95.09;;100.7;;107.89;;113.96;;122.98;;133.5;;146.1;;162.39
AIM/CGE V.2;DIAG-C30-const;World;Emissions|CO2|AFOLU;Mt CO2/yr;3904.31;;2418.87;;2038.83;;1220.2;;629.89;;570.65;;369.43;;202.93;;52.79;;-122.38
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Wind;EJ/yr;0.61;;3.38;;22.73;;29.08;;33.79;;37.34;;41.33;;45.83;;50.9;;57.75
AIM/CGE V.2;DIAG-C30-const;World;Emissions|CH4;Mt CH4/yr;370.49;;276.99;;264.09;;251.45;;238.98;;250.43;;259.8;;266.73;;271.42;;274.72
AIM/CGE V.2;DIAG-C30-const;World;Population;million;6879.59;;7623.66;;8273.4;;8795.52;;9172.31;;9380.92;;9442.85;;9383.01;;9220.28;;8990.63
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Coal|w/o CCS;EJ/yr;135.66;;112.6;;92.59;;97.92;;104.74;;110.49;;119.1;;129.18;;141.27;;156.91
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Oil|w/o CCS;EJ/yr;176.14;;210.73;;241.82;;267.73;;281.39;;291.9;;300.22;;305.13;;303.2;;280.2
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;;0;;2.5;;2.78;;3.15;;3.47;;3.88;;4.32;;4.83;;5.48
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Gas;EJ/yr;108.92;;124.88;;129.34;;145.35;;160.12;;178.26;;196.5;;209.1;;217.57;;231.26
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Biomass|w/o CCS;EJ/yr;46.69;;49.5;;64.66;;71.42;;76.33;;82.01;;88.18;;94.61;;101.7;;110.88
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;;0;;2.5;;2.78;;3.15;;3.47;;3.88;;4.32;;4.83;;5.48
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Nuclear;EJ/yr;11.69;;16.44;;25.18;;32.63;;41.07;;50.33;;59.25;;69.04;;78.64;;89.38
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Solar;EJ/yr;0.11;;0.75;;6.2;;9.66;;13.31;;15.75;;18.72;;22.24;;26.35;;31.71
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Biomass;EJ/yr;46.69;;49.5;;64.66;;71.42;;76.33;;82.01;;88.18;;94.61;;101.7;;110.88
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy;EJ/yr;492.51;;535.45;;605.04;;678.86;;738.1;;795.23;;853.98;;906.72;;951.49;;990.35
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Fossil;EJ/yr;420.73;;448.22;;466.25;;513.78;;549.41;;584.12;;619.7;;647.73;;666.87;;673.85
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Gas|w/o CCS;EJ/yr;108.92;;124.88;;129.34;;145.35;;160.12;;178.26;;196.5;;209.1;;217.57;;231.26
AIM/CGE V.2;DIAG-C30-const;World;Emissions|F-Gases;Mt CO2-equiv/yr;861.99;;1341.8;;1483.03;;1637.99;;1818.94;;2006.48;;2236.6;;2466.31;;2703.92;;2917.85
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.41;;21.29;;48.96;;61.02;;71.29;;78.77;;86.84;;95.35;;104.28;;116.24
AIM/CGE V.2;DIAG-C30-const;World;Emissions|N2O;kt N2O/yr;9525.88;;6597.08;;6891.64;;7339.11;;7943.05;;8228.22;;8451.08;;8606.23;;8698.74;;8737.35
AIM/CGE V.2;DIAG-C30-const;World;Primary Energy|Oil;EJ/yr;176.14;;210.73;;241.82;;267.73;;281.39;;291.9;;300.22;;305.13;;303.2;;280.2
AIM/CGE V.2;DIAG-C30-const;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49419.48;;44680.32;;44425.87;;46376.42;;47917.17;;50270.31;;52523.66;;54376.3;;55868.26;;56601.06
AIM/CGE V.2;DIAG-C30-const;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32552.22;;32028.97;;32248.09;;35044.83;;37126.71;;38980.55;;40904.17;;42474.26;;43733.77;;44333.8
AIM/CGE V.2;DIAG-C30-const;World;GDP|PPP;billion US$2010/yr;64489.56;;96282.08;;135000;;176000;;221000;;273000;;336000;;409000;;493000;;589000
AIM/CGE V.2;DIAG-C30-const;World;Policy Cost|Consumption Loss;billion US$2010/yr;-0.85;;178.25;;670.36;;986.01;;1170.91;;1266.29;;1321.32;;1390.55;;1347.55;;1594.45
AIM/CGE V.2;DIAG-C30-const;World;Price|Carbon;US$2010/t CO2;0;;30;;30;;30;;30;;30;;30;;30;;30;;30
AIM/CGE V.2;DIAG-C30-const;World;Policy Cost|GDP Loss;billion US$2010/yr;1.81;;270.07;;771.31;;1090.21;;1273.47;;1364.47;;1416.74;;1490.76;;1484.06;;1725.08
AIM/CGE V.2;DIAG-C30-const;World;Temperature|Global Mean;°C;1.01;;1.27;;1.46;;1.65;;1.84;;2.02;;2.23;;2.45;;2.67;;2.88
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Hydro;EJ/yr;12.43;;16.35;;19.6;;22.55;;26.26;;28.46;;30.46;;31.1;;31.74;;31.7
AIM/CGE V.2;DIAG-C30-gr5;World;Final Energy;EJ/yr;360.64;;414.16;;477.58;;520.1;;543.21;;555.73;;566.94;;572.61;;572.39;;562.87
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|CO2;Mt CO2/yr;36456.53;;37250.22;;37112.75;;36303.48;;32841.8;;27551.54;;20883.33;;13786.48;;8178.79;;3552.49
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;420.73;;475.56;;495.75;;512.31;;488.86;;428.77;;341.86;;261.54;;194.75;;151.79
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Geothermal;EJ/yr;0.22;;0.26;;0.26;;0.28;;0.33;;0.39;;0.46;;0.53;;0.61;;0.68
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Coal;EJ/yr;135.66;;133.35;;113.88;;101.03;;89.3;;86.4;;100.02;;101.46;;101.66;;94.64
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|CO2|AFOLU;Mt CO2/yr;3904.31;;2523.58;;2046.83;;1129.95;;358.61;;28.81;;-353.09;;-754.58;;-1173.1;;-1609.09
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Wind;EJ/yr;0.61;;2.51;;18.76;;29.11;;37.58;;45.32;;53.66;;62.69;;76.81;;93.49
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|CH4;Mt CH4/yr;370.49;;302.04;;282.96;;251.49;;217.5;;208.25;;198.16;;186.57;;174.45;;162.31
AIM/CGE V.2;DIAG-C30-gr5;World;Population;million;6879.59;;7623.66;;8273.4;;8795.52;;9172.31;;9380.92;;9442.85;;9383.01;;9220.28;;8990.63
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Coal|w/o CCS;EJ/yr;135.66;;133.35;;113.88;;100.3;;68.16;;36.11;;11.32;;8.45;;6.45;;5.08
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Oil|w/o CCS;EJ/yr;176.14;;213.74;;245.84;;267.24;;272.85;;264.16;;235.13;;189.58;;143.47;;113.9
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Coal|w/ CCS;EJ/yr;0;;0;;0;;0.74;;21.14;;50.29;;88.71;;93.02;;95.21;;89.55
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Gas;EJ/yr;108.92;;128.48;;136.02;;144.77;;150.67;;154.71;;160.14;;162.85;;157.74;;147.37
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;46.69;;49.52;;61.66;;71.36;;79.75;;90.58;;93.23;;87.35;;51.56;;52.6
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0;;0;;0;;0.74;;24.94;;85.45;;184.75;;256.44;;297.77;;278.96
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0;;0;;0;;0;;0;;0;;10.22;;52.44;;92.18;;110.29
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Nuclear;EJ/yr;11.69;;16.43;;25.16;;32.69;;41.3;;51.75;;64.48;;76.65;;91.5;;109.44
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Solar;EJ/yr;0.11;;0.55;;5.01;;9.64;;15.08;;20.65;;27.08;;34.55;;44.99;;58.99
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Biomass;EJ/yr;46.69;;49.52;;61.66;;71.36;;79.75;;90.58;;103.46;;139.79;;143.75;;162.89
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy;EJ/yr;492.51;;561.23;;626.24;;678.71;;714.13;;751.41;;806.25;;863.34;;881.96;;888
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Fossil;EJ/yr;420.73;;475.56;;495.75;;513.04;;513.8;;514.22;;526.61;;517.98;;492.52;;430.75
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Gas|w/o CCS;EJ/yr;108.92;;128.48;;136.02;;144.77;;147.85;;128.51;;95.41;;63.51;;44.83;;32.81
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|F-Gases;Mt CO2-equiv/yr;861.99;;1342.96;;1485.01;;1638.15;;1816.08;;1998.59;;2222.87;;2444.02;;2674.74;;2883.54
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;13.41;;19.72;;43.66;;61.62;;79.29;;94.86;;111.71;;128.92;;154.2;;184.91
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|N2O;kt N2O/yr;9525.88;;7316.89;;7366.2;;7339.89;;7499.31;;7360.49;;7197.81;;6957.3;;6671.23;;6349.96
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Oil;EJ/yr;176.14;;213.74;;245.84;;267.24;;273.83;;273.1;;266.44;;253.66;;233.13;;188.74
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;49419.48;;48324.58;;47866.99;;46416.26;;42330.11;;36949.86;;30205.07;;22967.97;;17202.79;;12386.19
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Gas|w/ CCS;EJ/yr;0;;0;;0;;0;;2.82;;26.21;;64.73;;99.34;;112.9;;114.56
AIM/CGE V.2;DIAG-C30-gr5;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;32552.22;;34726.64;;35065.92;;35173.53;;32483.19;;27522.73;;21236.42;;14541.06;;9351.89;;5161.57
AIM/CGE V.2;DIAG-C30-gr5;World;GDP|PPP;billion US$2010/yr;64489.56;;96543.58;;135000;;176000;;220000;;271000;;332000;;402000;;483000;;575000
AIM/CGE V.2;DIAG-C30-gr5;World;Policy Cost|Consumption Loss;billion US$2010/yr;-0.85;;59.49;;442.03;;966.73;;1578.29;;2440.35;;3485.16;;5255.67;;6814.39;;8671.13
AIM/CGE V.2;DIAG-C30-gr5;World;Price|Carbon;US$2010/t CO2;0;;12.83;;18.42;;30;;48.87;;79.6;;129.66;;211.2;;344.02;;560.38
AIM/CGE V.2;DIAG-C30-gr5;World;Primary Energy|Oil|w/ CCS;EJ/yr;0;;0;;0;;0;;0.98;;8.95;;31.31;;64.08;;89.65;;74.85
AIM/CGE V.2;DIAG-C30-gr5;World;Policy Cost|GDP Loss;billion US$2010/yr;1.81;;138.04;;536.3;;1070.93;;1683.15;;2534.68;;3567.56;;5335.76;;6941.67;;8817.62
AIM/CGE V.2;DIAG-C30-gr5;World;Temperature|Global Mean;°C;1.01;;1.27;;1.48;;1.69;;1.87;;2.02;;2.16;;2.27;;2.34;;2.38
AIM/CGE V.2;DIAG-C80-const;World;Primary Energy|Hydro;EJ/yr;12.43;;18.18;;20.95;;23.06;;24.63;;25.94;;26.86;;27.38;;27.05;;26.71
AIM/CGE V.2;DIAG-C80-const;World;Final Energy;EJ/yr;360.64;;371.16;;435.25;;485.61;;523.59;;555.11;;585.94;;611.42;;632.94;;640.37
AIM/CGE V.2;DIAG-C80-const;World;Emissions|CO2;Mt CO2/yr;36456.53;;29626.68;;27047.16;;25898.34;;25484.19;;26500.36;;27296.01;;27834.22;;28176.66;;27501.82
AIM/CGE V.2;DIAG-C80-const;World;Primary Energy|Fossil|w/o CCS;EJ/yr;420.73;;399.03;;383.85;;386.08;;393.24;;414.35;;435.31;;450.94;;461.53;;450.36
AIM/CGE V.2;DIAG-C80-const;World;Primary Energy|Geothermal;EJ/yr;0.22;;0.26;;0.3;;0.35;;0.4;;0.45;;0.5;;0.55;;0.59;;0.62
AIM/CGE V.2;DIAG-C80-const;World;Primary Energy|Coal;EJ/yr;135.66;;82.72;;66.62;;73.09;;83.65;;89.44;;97.27;;106.33;;115.97;;129.04
