Model;Scenario;Region;Variable;Unit;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy;EJ/yr;503.5089258;558.3844357;632.2137727;701.3481619;763.0212819;817.5650728;780.8418924;783.1714572;797.0634062;813.4828209;834.9618923;872.3944746;910.2459894;945.8060688;1005.272274;1051.394383;1089.177057;1109.135139;1125.894403
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Biomass;EJ/yr;45.95577483;51.68668537;52.94285627;53.22230064;52.9372183;52.54508979;50.00917482;49.57412851;48.81566212;50.70743797;54.13448248;67.6916044;96.31552936;141.0326317;210.5626468;271.6299968;326.1237793;365.2160459;383.6380013
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0.000113145;0.000193038;0.000254013;0.000300227;0.000334929;0.000360657;0.834493931;3.129210999;6.982943429;13.80530548;21.11889689;29.38616368;37.28750742;35.89590017;36.28176341;38.54236807;44.48720104;57.58703823;75.38648365
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;44.05956684;49.48635588;50.7424658;51.0218639;50.7367466;50.34459134;46.96284467;44.19814325;39.44832392;33.99521611;28.30403851;28.27622587;35.94977891;56.6058803;88.56921014;116.5548847;140.819468;153.8149239;154.1257588
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Fossil;EJ/yr;431.9394815;475.9838875;542.1103202;603.9540418;658.1703727;704.8543469;638.785782;618.5604162;610.181383;599.9488285;592.4508473;592.7539067;579.8763066;547.6247814;511.6975308;471.8811174;430.9859727;392.2114882;369.2800825
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0.001286122;0.001250647;0.000573904;0.000139812;0.000201913;0.000224567;1.2994125;5.314533601;13.42494105;27.7647736;48.86500488;75.60826381;106.0869563;112.6152973;117.8495388;124.6110566;127.2435845;128.0215532;135.0908593
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;431.9381954;475.9826368;542.1097463;603.953902;658.1701708;704.8541223;637.4863695;613.2458826;596.756442;572.1840549;543.5858424;517.1456429;473.7893503;435.009484;393.8479919;347.2700608;303.7423882;264.1899349;234.1892233
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Hydro;EJ/yr;11.38023947;12.01334704;12.77712774;13.60945363;14.46612367;15.31634786;16.13930776;16.92154321;17.65497286;18.33539983;18.96138848;19.53342433;20.05328966;20.52360287;20.947482;21.32830185;21.6695215;21.97456446;22.24673788
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;12.8853159;15.8743558;19.98813209;24.68239282;30.06398741;36.21284832;61.97690566;82.50051091;103.5387794;126.0003485;150.2826227;172.8103552;193.3956802;214.8383802;239.1673929;262.5496724;285.4912853;304.3453446;324.2970257
WITCH 2016;DIAG-C0to30-gr5;World;Primary Energy|Nuclear;EJ/yr;12.30867164;14.28685895;16.42365793;18.57723899;20.79243702;22.71583233;26.87514874;29.11055284;30.87512031;32.95682989;34.01051654;34.83853286;36.13892978;37.58831376;38.95486388;40.31959599;41.56201389;42.34825474;43.66528788
WITCH 2016;DIAG-C0to80-ant;World;Emissions|CO2;Mt CO2/yr;34142.4823;37332.38601;41772.41008;46082.11982;49769.14092;52946.20497;33565.38733;29388.46519;26195.90678;24653.47834;22613.36564;19759.95413;16607.89182;13626.78085;10911.31894;8136.206922;6026.743069;4186.842235;2298.345431
WITCH 2016;DIAG-C0to80-ant;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;31547.0951;34932.33883;39632.48441;44289.23379;48367.43774;51838.56913;33943.0465;29919.02266;27077.99094;25629.03898;23632.82827;20745.12086;17425.3429;14248.95541;11592.45574;8730.665516;6702.927429;4983.237719;3208.20523
WITCH 2016;DIAG-C0to80-ant;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;47196.42734;51354.66662;57178.16946;62134.71846;67005.46101;71007.68005;45668.51679;41044.2937;37074.63442;35358.56343;33134.95834;29445.57297;26037.61209;22768.51369;19252.91295;16264.55853;13863.56818;11759.32645;9676.974492
WITCH 2016;DIAG-C0to80-ant;World;Final Energy;EJ/yr;343.4883152;386.6263508;441.6292199;490.5971927;534.2689905;574.2693062;530.9738276;553.6210848;577.1275434;594.9406116;611.0406967;630.4807466;646.0539737;664.9881205;683.7962694;704.2773836;714.5608204;717.8938196;724.1037148
WITCH 2016;DIAG-C0to80-ant;World;Policy Cost|Additional Total Energy System Cost;billion US$2010/yr;0.013349057;0.026368963;-0.002394002;0.01049627;0.000154793;699.8080254;-1099.238301;-1474.572316;-2165.750647;-2718.931088;-3418.261751;-4512.351689;-5376.853387;-6192.215141;-6760.797761;-6885.40038;-7363.027192;-7146.104325;-6591.183902
WITCH 2016;DIAG-C0to80-ant;World;Policy Cost|Consumption Loss;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;846.3922842;1500.358572;2094.360341;2632.665335;3242.504358;3945.561393;4781.776545;5873.020481;7191.591072;8813.868459;10656.40647;12677.88802;14852.21685;17176.42519
WITCH 2016;DIAG-C0to80-ant;World;Policy Cost|Default for CAV;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;846.3922842;1500.358572;2094.360341;2632.665335;3242.504358;3945.561393;4781.776545;5873.020481;7191.591072;8813.868459;10656.40647;12677.88802;14852.21685;17176.42519
WITCH 2016;DIAG-C0to80-ant;World;Policy Cost|GDP Loss;billion US$2010/yr;-0.005327614;-0.012358482;-0.021248941;-0.02298255;-0.018365702;-0.009391088;1413.901888;2227.163327;3027.428208;3936.910722;5075.379365;6528.612211;8232.669073;10084.92373;12243.31305;14522.73096;16712.57839;18570.6769;20557.83429
WITCH 2016;DIAG-C0to80-ant;World;Price|Carbon;US$2010/t CO2;;;;;;;80;102.102525;130.3115701;166.3142544;212.2638164;270.9083953;345.75539;441.2812294;563.199097;718.8006235;917.3919829;1170.850473;1494.334872
WITCH 2016;DIAG-C0to80-ant;World;GDP|MER;billion US$2010/yr;57801.0136;65625.34503;77752.26348;90337.15044;103010.277;115547.4551;127059.9506;139499.4308;152043.6309;165003.5705;178861.1818;193507.8597;208712.73;224375.0077;240592.7461;257349.9464;275111.2842;293981.4965;313184.6566
WITCH 2016;DIAG-C0to80-ant;World;GDP|PPP;billion US$2010/yr;76045.08759;89386.73057;109979.0213;132042.6124;154594.0992;177097.101;197840.6996;220524.7756;243743.3915;267929.4465;293967.3292;321780.5243;351110.4249;381686.7093;413471.2911;446503.5907;481539.53;518884.6909;557107.085
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy;EJ/yr;503.5089258;558.3844357;632.2137727;701.3481619;763.0212819;817.5650728;692.5041997;705.1467172;728.4602155;752.041765;782.8191635;828.7725977;878.2186208;927.7702789;966.1370131;1007.283497;1017.943201;1018.708159;1023.313782
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Biomass;EJ/yr;45.95577483;51.68668537;52.94285627;53.22230064;52.9372183;52.54508979;56.35545333;61.46172781;69.14514612;82.0875899;110.2314466;161.0762565;228.2381551;290.5560888;329.041153;366.7787413;378.1825543;382.0584768;382.8442377
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0.000113145;0.000193038;0.000254013;0.000300227;0.000334929;0.000360657;13.43104367;21.7461281;29.92010405;35.70258355;42.51069085;49.49381874;50.27534232;52.3085549;56.04614944;71.71799825;70.29871584;70.22887595;74.29449795
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Biomass|w/o CCS;EJ/yr;44.05956684;49.48635588;50.7424658;51.0218639;50.7367466;50.34459134;40.54544164;36.8297152;34.58719866;36.58506332;45.36123777;65.07748405;95.89405251;123.7082201;138.4388065;147.5724122;153.9430981;155.9152205;154.2748699
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Fossil;EJ/yr;431.9394815;475.9838875;542.1103202;603.9540418;658.1703727;704.8543469;523.4471989;501.1132318;491.3701719;482.5616748;463.7686058;434.1450683;391.6212654;350.1481069;320.0668652;295.6527697;265.5792208;239.8224325;220.4863049
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0.001286122;0.001250647;0.000573904;0.000139812;0.000201913;0.000224567;17.27475101;41.17496841;64.30961789;72.1121724;75.60498074;80.95337233;86.39947884;89.9042833;95.21573688;100.9202735;103.1920756;104.5585581;109.9367779
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Fossil|w/o CCS;EJ/yr;431.9381954;475.9826368;542.1097463;603.953902;658.1701708;704.8541223;506.1724479;459.9382634;427.060554;410.4495024;388.1636251;353.191696;305.2217866;260.2438236;224.8511283;194.7324962;162.3871451;135.2638744;110.549527
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Hydro;EJ/yr;11.38023947;12.01334704;12.77712774;13.60945363;14.46612367;15.31634786;16.13930776;16.92154321;17.65497286;18.33539983;18.96138848;19.53342433;20.05328966;20.52360287;20.947482;21.32830185;21.6695215;21.97456446;22.24673788
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Non-Biomass Renewables;EJ/yr;12.8853159;15.8743558;19.98813209;24.68239282;30.06398741;36.21284832;78.22656017;106.9531624;130.8323016;148.7846827;169.1391076;192.2439466;215.1246069;242.7512975;271.2109154;297.767386;326.1163669;348.0461077;370.0779706
WITCH 2016;DIAG-C0to80-ant;World;Primary Energy|Nuclear;EJ/yr;12.30867164;14.28685895;16.42365793;18.57723899;20.79243702;22.71583233;30.40491174;31.32735393;32.59890871;33.87101934;34.72563144;36.15846795;37.95509509;39.02972957;40.53299974;41.79956949;42.7800133;43.49609603;44.6202224
WITCH 2016;DIAG-C0to80-const;World;Emissions|CO2;Mt CO2/yr;34142.4823;37332.38601;41772.41008;46082.11982;49769.14092;52946.20497;30016.07093;29418.58435;29689.14368;30634.56678;31670.11125;32883.80553;33950.28103;35188.36662;36439.99344;36830.56186;36309.54259;35570.28849;35229.65969
WITCH 2016;DIAG-C0to80-const;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;31547.0951;34932.33883;39632.48441;44289.23379;48367.43774;51838.56913;30310.7504;29906.05655;30393.27603;31522.37159;32725.51575;34041.41703;35199.94279;36487.40654;37741.73985;38022.30258;37316.73884;36470.5886;36094.18503
WITCH 2016;DIAG-C0to80-const;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;47196.42734;51354.66662;57178.16946;62134.71846;67005.46101;71007.68005;42208.94279;41634.48147;41983.64365;43101.78876;44372.21125;45801.186;47098.62677;48480.17566;49821.7832;50213.79127;49580.62438;48669.92377;48183.74017
WITCH 2016;DIAG-C0to80-const;World;Final Energy;EJ/yr;343.4883152;386.6263508;441.6292199;490.5971927;534.2689905;574.2693062;526.3694288;558.1848267;591.0630341;621.8490082;654.5789795;689.8368102;724.1859285;754.0704149;786.8254027;820.1288453;849.962338;870.2540926;889.5257704
WITCH 2016;DIAG-C0to80-const;World;Policy Cost|Additional Total Energy System Cost;billion US$2010/yr;0.013349057;0.026368963;-0.002394002;0.01049627;0.000154793;881.8654608;-1156.327402;-1187.905961;-1403.013059;-1475.643261;-1645.724259;-1877.674514;-2141.070234;-2368.379044;-2701.937931;-3271.620017;-3867.746019;-3856.076839;-3622.143302
WITCH 2016;DIAG-C0to80-const;World;Policy Cost|Consumption Loss;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;807.0712158;1354.823616;1750.513963;2027.091331;2255.314666;2382.512737;2423.690086;2405.355495;2412.113377;2431.937168;2404.464563;2280.881116;2027.38233;1738.989931
WITCH 2016;DIAG-C0to80-const;World;Policy Cost|Default for CAV;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;807.0712158;1354.823616;1750.513963;2027.091331;2255.314666;2382.512737;2423.690086;2405.355495;2412.113377;2431.937168;2404.464563;2280.881116;2027.38233;1738.989931
WITCH 2016;DIAG-C0to80-const;World;Policy Cost|GDP Loss;billion US$2010/yr;-0.005327614;-0.012358482;-0.021248941;-0.02298255;-0.018365702;-0.009391088;1701.871568;2180.449157;2498.748014;2722.91346;2855.331731;2915.732652;2950.042467;3066.139195;3245.889643;3365.789071;3144.289777;2541.400208;1829.11189
WITCH 2016;DIAG-C0to80-const;World;Price|Carbon;US$2010/t CO2;;;;;;;80;80;80;80;80;80;80;80;80;80;80;80;80
WITCH 2016;DIAG-C0to80-const;World;GDP|MER;billion US$2010/yr;57801.0136;65625.34503;77752.26348;90337.15044;103010.277;115547.4551;126771.9809;139546.145;152572.3111;166217.5677;181081.2294;197120.7393;213995.3566;231393.7923;249590.1695;268506.8883;288679.5728;310010.7732;331913.379
WITCH 2016;DIAG-C0to80-const;World;GDP|PPP;billion US$2010/yr;76045.08759;89386.73057;109979.0213;132042.6124;154594.0992;177097.101;197360.1437;220749.3234;244871.3075;270309.7014;298175.202;328442.4134;360662.4583;394234.0084;429598.8531;466707.588;506619.8097;548801.7179;592300.5601
WITCH 2016;DIAG-C0to80-const;World;Primary Energy;EJ/yr;503.5089258;558.3844357;632.2137727;701.3481619;763.0212819;817.5650728;698.3402431;728.545227;760.0240024;791.2595068;829.084873;870.2368355;912.0596928;949.7611844;998.1605181;1057.866285;1121.191036;1161.835482;1195.962677
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Biomass;EJ/yr;45.95577483;51.68668537;52.94285627;53.22230064;52.9372183;52.54508979;65.96407076;64.65978242;60.20591798;55.22583606;51.63651073;48.81388725;48.19963326;51.5602485;68.96050984;111.758025;176.4689105;220.6406114;252.0424689
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0.000113145;0.000193038;0.000254013;0.000300227;0.000334929;0.000360657;26.69080698;26.95130491;26.09063972;23.99049106;23.72083857;24.80139308;26.06242584;24.15560754;21.42193825;19.33190465;17.25307639;15.65248828;13.41311829
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Biomass|w/o CCS;EJ/yr;44.05956684;49.48635588;50.7424658;51.0218639;50.7367466;50.34459134;37.07248171;35.5057589;31.90481947;28.9940144;25.55215691;21.17822195;17.62426152;17.76410046;25.24878269;46.27588685;79.60909588;102.4944817;119.3487226
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Fossil;EJ/yr;431.9394815;475.9838875;542.1103202;603.9540418;658.1703727;704.8543469;522.9254475;533.2981386;549.4704568;569.4250938;593.0771755;617.0690017;638.8224359;653.155775;663.0480495;657.3549347;635.8761729;614.4568548;599.411601
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0.001286122;0.001250647;0.000573904;0.000139812;0.000201913;0.000224567;51.66623068;69.25604215;79.60260905;84.01575999;88.61963413;90.73333763;95.77217089;99.8704389;101.8647125;102.5549475;94.12028842;87.25538455;84.99185336
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Fossil|w/o CCS;EJ/yr;431.9381954;475.9826368;542.1097463;603.953902;658.1701708;704.8541223;471.2592168;464.0420964;469.8678478;485.4093338;504.4575414;526.3356641;543.050265;553.2853361;561.183337;554.7999872;541.7558845;527.2014702;514.4197476
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Hydro;EJ/yr;11.38023947;12.01334704;12.77712774;13.60945363;14.46612367;15.31634786;16.13930776;16.92154321;17.65497286;18.33539983;18.96138848;19.53342433;20.05328966;20.52360287;20.947482;21.32830185;21.6695215;21.97456446;22.24673788
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Non-Biomass Renewables;EJ/yr;12.8853159;15.8743558;19.98813209;24.68239282;30.06398741;36.21284832;75.62217438;96.75502149;115.4661999;130.4225615;147.3932465;166.3684652;185.8348627;204.8319077;224.5281755;245.9001374;264.750696;281.7009414;298.2186643
WITCH 2016;DIAG-C0to80-const;World;Primary Energy|Nuclear;EJ/yr;12.30867164;14.28685895;16.42365793;18.57723899;20.79243702;22.71583233;29.75940362;29.75915624;30.80510538;32.10642653;32.89517041;33.89947647;35.11479533;36.12097291;37.52751122;38.75444447;39.99333611;40.93192232;42.18174048
WITCH 2016;DIAG-C0to80-gr5;World;Emissions|CO2;Mt CO2/yr;34142.4823;37332.38601;41772.41008;46082.11982;49769.14092;52946.20497;33565.38733;29388.46519;26195.90678;24653.47834;22613.36564;19759.95413;16607.89182;13626.78085;10911.31894;8136.206922;6026.743069;4186.842235;2298.345431
WITCH 2016;DIAG-C0to80-gr5;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;31547.0951;34932.33883;39632.48441;44289.23379;48367.43774;51838.56913;33943.0465;29919.02266;27077.99094;25629.03898;23632.82827;20745.12086;17425.3429;14248.95541;11592.45574;8730.665516;6702.927429;4983.237719;3208.20523
WITCH 2016;DIAG-C0to80-gr5;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;47196.42734;51354.66662;57178.16946;62134.71846;67005.46101;71007.68005;45668.51679;41044.2937;37074.63442;35358.56343;33134.95834;29445.57297;26037.61209;22768.51369;19252.91295;16264.55853;13863.56818;11759.32645;9676.974492
WITCH 2016;DIAG-C0to80-gr5;World;Final Energy;EJ/yr;343.4883152;386.6263508;441.6292199;490.5971927;534.2689905;574.2693062;530.9738276;553.6210848;577.1275434;594.9406116;611.0406967;630.4807466;646.0539737;664.9881205;683.7962694;704.2773836;714.5608204;717.8938196;724.1037148
WITCH 2016;DIAG-C0to80-gr5;World;Policy Cost|Additional Total Energy System Cost;billion US$2010/yr;0.013349057;0.026368963;-0.002394002;0.01049627;0.000154793;699.8080254;-1099.238301;-1474.572316;-2165.750647;-2718.931088;-3418.261751;-4512.351689;-5376.853387;-6192.215141;-6760.797761;-6885.40038;-7363.027192;-7146.104325;-6591.183902
WITCH 2016;DIAG-C0to80-gr5;World;Policy Cost|Consumption Loss;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;846.3922842;1500.358572;2094.360341;2632.665335;3242.504358;3945.561393;4781.776545;5873.020481;7191.591072;8813.868459;10656.40647;12677.88802;14852.21685;17176.42519
WITCH 2016;DIAG-C0to80-gr5;World;Policy Cost|Default for CAV;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;846.3922842;1500.358572;2094.360341;2632.665335;3242.504358;3945.561393;4781.776545;5873.020481;7191.591072;8813.868459;10656.40647;12677.88802;14852.21685;17176.42519
WITCH 2016;DIAG-C0to80-gr5;World;Policy Cost|GDP Loss;billion US$2010/yr;-0.005327614;-0.012358482;-0.021248941;-0.02298255;-0.018365702;-0.009391088;1413.901888;2227.163327;3027.428208;3936.910722;5075.379365;6528.612211;8232.669073;10084.92373;12243.31305;14522.73096;16712.57839;18570.6769;20557.83429
WITCH 2016;DIAG-C0to80-gr5;World;Price|Carbon;US$2010/t CO2;;;;;;;80;102.102525;130.3115701;166.3142544;212.2638164;270.9083953;345.75539;441.2812294;563.199097;718.8006235;917.3919829;1170.850473;1494.334872
WITCH 2016;DIAG-C0to80-gr5;World;GDP|MER;billion US$2010/yr;57801.0136;65625.34503;77752.26348;90337.15044;103010.277;115547.4551;127059.9506;139499.4308;152043.6309;165003.5705;178861.1818;193507.8597;208712.73;224375.0077;240592.7461;257349.9464;275111.2842;293981.4965;313184.6566
WITCH 2016;DIAG-C0to80-gr5;World;GDP|PPP;billion US$2010/yr;76045.08759;89386.73057;109979.0213;132042.6124;154594.0992;177097.101;197840.6996;220524.7756;243743.3915;267929.4465;293967.3292;321780.5243;351110.4249;381686.7093;413471.2911;446503.5907;481539.53;518884.6909;557107.085
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy;EJ/yr;503.5089258;558.3844357;632.2137727;701.3481619;763.0212819;817.5650728;692.5041997;705.1467172;728.4602155;752.041765;782.8191635;828.7725977;878.2186208;927.7702789;966.1370131;1007.283497;1017.943201;1018.708159;1023.313782
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Biomass;EJ/yr;45.95577483;51.68668537;52.94285627;53.22230064;52.9372183;52.54508979;56.35545333;61.46172781;69.14514612;82.0875899;110.2314466;161.0762565;228.2381551;290.5560888;329.041153;366.7787413;378.1825543;382.0584768;382.8442377
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0.000113145;0.000193038;0.000254013;0.000300227;0.000334929;0.000360657;13.43104367;21.7461281;29.92010405;35.70258355;42.51069085;49.49381874;50.27534232;52.3085549;56.04614944;71.71799825;70.29871584;70.22887595;74.29449795
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Biomass|w/o CCS;EJ/yr;44.05956684;49.48635588;50.7424658;51.0218639;50.7367466;50.34459134;40.54544164;36.8297152;34.58719866;36.58506332;45.36123777;65.07748405;95.89405251;123.7082201;138.4388065;147.5724122;153.9430981;155.9152205;154.2748699
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Fossil;EJ/yr;431.9394815;475.9838875;542.1103202;603.9540418;658.1703727;704.8543469;523.4471989;501.1132318;491.3701719;482.5616748;463.7686058;434.1450683;391.6212654;350.1481069;320.0668652;295.6527697;265.5792208;239.8224325;220.4863049
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Fossil|w/ CCS;EJ/yr;0.001286122;0.001250647;0.000573904;0.000139812;0.000201913;0.000224567;17.27475101;41.17496841;64.30961789;72.1121724;75.60498074;80.95337233;86.39947884;89.9042833;95.21573688;100.9202735;103.1920756;104.5585581;109.9367779
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Fossil|w/o CCS;EJ/yr;431.9381954;475.9826368;542.1097463;603.953902;658.1701708;704.8541223;506.1724479;459.9382634;427.060554;410.4495024;388.1636251;353.191696;305.2217866;260.2438236;224.8511283;194.7324962;162.3871451;135.2638744;110.549527
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Hydro;EJ/yr;11.38023947;12.01334704;12.77712774;13.60945363;14.46612367;15.31634786;16.13930776;16.92154321;17.65497286;18.33539983;18.96138848;19.53342433;20.05328966;20.52360287;20.947482;21.32830185;21.6695215;21.97456446;22.24673788
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Non-Biomass Renewables;EJ/yr;12.8853159;15.8743558;19.98813209;24.68239282;30.06398741;36.21284832;78.22656017;106.9531624;130.8323016;148.7846827;169.1391076;192.2439466;215.1246069;242.7512975;271.2109154;297.767386;326.1163669;348.0461077;370.0779706
WITCH 2016;DIAG-C0to80-gr5;World;Primary Energy|Nuclear;EJ/yr;12.30867164;14.28685895;16.42365793;18.57723899;20.79243702;22.71583233;30.40491174;31.32735393;32.59890871;33.87101934;34.72563144;36.15846795;37.95509509;39.02972957;40.53299974;41.79956949;42.7800133;43.49609603;44.6202224
WITCH 2016;DIAG-C0to80-late;World;Emissions|CO2;Mt CO2/yr;34142.4823;37332.38601;41772.41008;46082.11982;49769.14092;52946.20497;55869.48155;58390.79998;60545.47844;62478.63911;37328.3428;32673.31203;28471.9433;26198.29948;23415.23455;19807.73454;16647.34385;13146.61024;9955.16743
WITCH 2016;DIAG-C0to80-late;World;Emissions|CO2|Energy and Industrial Processes;Mt CO2/yr;31547.0951;34932.33883;39632.48441;44289.23379;48367.43774;51838.56913;55002.63509;57790.81893;60277.6032;62469.35454;38383.00927;33763.61701;29766.9022;27417.51774;24460.64678;20796.23553;17476.9032;13901.71224;10853.54449
WITCH 2016;DIAG-C0to80-late;World;Emissions|Kyoto Gases;Mt CO2-equiv/yr;47196.42734;51354.66662;57178.16946;62134.71846;67005.46101;71007.68005;74736.90429;77886.39968;80646.30094;83037.23185;50308.07254;45140.79296;40203.29839;37696.42493;34619.31546;30106.41332;26540.97186;22660.78433;18721.21789
WITCH 2016;DIAG-C0to80-late;World;Final Energy;EJ/yr;343.4883152;386.6263508;441.6292199;490.5971927;534.2689905;574.2693062;613.4461783;650.8443803;686.2920437;719.7687245;677.0791264;699.1012103;716.5071888;725.9747927;741.7745346;759.2741434;775.3605453;780.3121057;788.8620696
WITCH 2016;DIAG-C0to80-late;World;Policy Cost|Additional Total Energy System Cost;billion US$2010/yr;0.013349057;0.026368963;-0.002394002;0.01049627;0.000154793;-0.001164708;-0.05075867;-0.112753962;-0.023413831;1455.702291;-1331.679108;-2056.301294;-3102.840173;-3903.74021;-4997.727149;-5808.146188;-6714.002787;-6651.670728;-6382.730022
WITCH 2016;DIAG-C0to80-late;World;Policy Cost|Consumption Loss;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;-0.014903048;-0.015496228;-0.002671227;0.028536656;1386.014985;1877.54331;2297.468385;2682.425628;3258.055059;4015.106205;4940.154179;5840.069041;6803.779903;7939.176785
WITCH 2016;DIAG-C0to80-late;World;Policy Cost|Default for CAV;billion US$2010/yr;0.00234531;0.000106177;-0.004987716;-0.009508199;-0.012178094;-0.014903048;-0.015496228;-0.002671227;0.028536656;1386.014985;1877.54331;2297.468385;2682.425628;3258.055059;4015.106205;4940.154179;5840.069041;6803.779903;7939.176785
WITCH 2016;DIAG-C0to80-late;World;Policy Cost|GDP Loss;billion US$2010/yr;-0.005327614;-0.012358482;-0.021248941;-0.02298255;-0.018365702;-0.009391088;0.004745508;0.04551757;0.107942414;0.114014385;1621.527271;2493.60714;3289.983633;4389.523692;5691.392268;7087.261836;8139.910831;9117.341057;10516.83581
WITCH 2016;DIAG-C0to80-late;World;Price|Carbon;US$2010/t CO2;;;;;;;;;;;80;102.102525;130.3115701;166.3142544;212.2638164;270.9083953;345.75539;441.2812294;563.199097
WITCH 2016;DIAG-C0to80-late;World;GDP|MER;billion US$2010/yr;57801.0136;65625.34503;77752.26348;90337.15044;103010.277;115547.4551;128473.8477;141726.5486;155070.9512;168940.3672;182315.0339;197542.8648;213655.4154;230070.4078;247144.6669;264785.4155;283683.9517;303434.8323;323225.6551
WITCH 2016;DIAG-C0to80-late;World;GDP|PPP;billion US$2010/yr;76045.08759;89386.73057;109979.0213;132042.6124;154594.0992;177097.101;200530.9103;224797.7964;249523.4914;275362.4708;300519.7286;329295.8126;360170.8449;391973.4781;425401.5309;460362.7638;498092.2055;537342.8817;576689.0423
WITCH 2016;DIAG-C0to80-late;World;Primary Energy;EJ/yr;503.5089258;558.3844357;632.2137727;701.3481619;763.0212819;817.5650728;869.11241;917.3108942;961.0325142;1000.361002;859.0677688;878.9070807;905.3630753;928.6915522;972.3652837;1028.208916;1073.939278;1099.802464;1121.559453
WITCH 2016;DIAG-C0to80-late;World;Primary Energy|Biomass;EJ/yr;45.95577483;51.68668537;52.94285627;53.22230064;52.9372183;52.54508979;51.52477503;51.68956203;50.56976008;47.1060597;54.43931123;64.65211872;79.23698678;106.564352;160.487912;237.3979481;301.9852366;351.394542;376.8438393
WITCH 2016;DIAG-C0to80-late;World;Primary Energy|Biomass|w/ CCS;EJ/yr;0.000113145;0.000193038;0.000254013;0.000300227;0.000334929;0.000360657;0.000379396;0.000392698;0.000401776;0.000407578;18.91529815;36.10513378;45.46710063;48.29077437;50.59412874;52.15561775;55.9023021;65.55277936;81.05770108
WITCH 2016;DIAG-C0to80-late;World;Primary Energy|Biomass|w/o CCS;EJ/yr;44.05956684;49.48635588;50.7424658;51.0218639;50.7367466;50.34459134;49.3242537;49.48901086;48.36913367;44.90516286;32.63069102;23.80096789;23.23994739;33.05559807;56.3627734;92.63635718;123.0426461;142.9213014;147.8930691
